"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000087586",566.2515951957,-2.02575148884102,0.0911414691647663,-22.2264519916707,1.90618243637877e-109,9.58816271240627e-108,"aurora kinase A","AURKA","6790"
"ENSG00000087510",14.0875372405696,4.72336463883796,0.930251146931804,5.07751552300341,3.8240227323853e-07,1.27507798710169e-06,"transcription factor AP-2 gamma","TFAP2C","7022"
"ENSG00000129946",48.7924508540489,2.80063841332381,0.325824180213573,8.59555116961555,8.28660883622903e-18,5.19251875120508e-17,"SHC adaptor protein 2","SHC2","25759"
"ENSG00000179855",3.76040340018594,-4.42484011760315,1.40111172867129,-3.15809226848692,0.00158805285643991,0.00354294928825483,"GIPC PDZ domain containing family member 3","GIPC3","126326"
"ENSG00000167654",18.2323327323599,2.36711148178944,0.487187484146255,4.85872802323229,1.18142291690827e-06,3.7622754860402e-06,"ATCAY kinesin light chain interacting caytaxin","ATCAY","85300"
"ENSG00000125657",17.4773794665837,2.33351712730065,0.507320942838285,4.59968617547194,4.23127889749912e-06,1.27500691865349e-05,"TNF superfamily member 9","TNFSF9","8744"
"ENSG00000186994",2.24379311519197,4.5151812262638,1.54386521273728,2.92459548217837,0.00344904250293236,0.00734991156856811,"KN motif and ankyrin repeat domains 3","KANK3","256949"
"ENSG00000105088",793.128211520276,2.86562585502177,0.0934444338019137,30.6666297651973,1.58631168020921e-206,3.07619230827939e-204,"olfactomedin 2","OLFM2","93145"
"ENSG00000090339",268.260394067889,-2.44731090579551,0.131354193949728,-18.6313876413581,1.7882725572775e-77,5.313621159104e-76,"intercellular adhesion molecule 1","ICAM1","3383"
"ENSG00000161888",109.919749166068,-3.1384973802056,0.222353206918698,-14.1149184385416,3.07371356744657e-45,4.74846861184776e-44,"SPC24 component of NDC80 kinetochore complex","SPC24","147841"
"ENSG00000102575",33.3164252378034,3.42443741041374,0.443065478380614,7.72896462827552,1.08424792923523e-14,5.87703051896612e-14,"acid phosphatase 5, tartrate resistant","ACP5","54"
"ENSG00000187867",13.8085851426307,-2.53653271391953,0.561727655189047,-4.51559165814236,6.31402288900301e-06,1.86784563103425e-05,"paralemmin 3","PALM3","342979"
"ENSG00000105011",87.5307834534588,-3.01421112837726,0.243532765079838,-12.3770250273679,3.48004820734196e-35,4.11959441604866e-34,"anti-silencing function 1B histone chaperone","ASF1B","55723"
"ENSG00000127507",7.82111558982903,2.17492299887355,0.749530089003472,2.90171539579578,0.00371125542432169,0.00786773337797082,"adhesion G protein-coupled receptor E2","ADGRE2","30817"
"ENSG00000130477",27.3054820035534,2.05021912645953,0.38612091712314,5.30978518785006,1.09754517923534e-07,3.80602843566364e-07,"unc-13 homolog A","UNC13A","23025"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,7.33899351160355e-200,"growth differentiation factor 15","GDF15","9518"
"ENSG00000105717",4.6375972711029,-2.01539247486647,0.913768819142607,-2.20558245438658,0.0274132486967944,0.049621279697047,"PBX homeobox 4","PBX4","80714"
"ENSG00000160321",1.6251180115212,4.07876626507291,1.67820712269059,2.43043079124442,0.0150808859536345,0.0288128204802522,"zinc finger protein 208","ZNF208","7757"
"ENSG00000075702",146.955080361503,-2.81304890570807,0.182068653943858,-15.450484445145,7.48785558781167e-54,1.39514558347874e-52,"WD repeat domain 62","WDR62","284403"
"ENSG00000275395",4.08757244803245,2.77960187441411,1.11271196337906,2.49804258954229,0.0124881189364284,0.0242202785741652,"Fc gamma binding protein","FCGBP","8857"
"ENSG00000167600",455.233179031401,2.13163847206596,0.197927055667797,10.769818531751,4.77942276952345e-27,4.31612333193851e-26,"cytochrome P450 family 2 subfamily S member 1","CYP2S1","29785"
"ENSG00000167601",8245.06804500101,-2.14234576630772,0.0404435485638548,-52.9712609892588,0,0,"AXL receptor tyrosine kinase","AXL","558"
"ENSG00000234465",7.08971621823787,2.21141864003635,0.825610435249965,2.67852554378968,0.00739470916635262,0.0148884185373914,"phospholipase A2 inhibitor and LY6/PLAUR domain containing","PINLYP","390940"
"ENSG00000104783",13.8937151091435,-2.57497877321565,0.568669016269218,-4.52807995432727,5.95220611178035e-06,1.76577322213001e-05,"potassium calcium-activated channel subfamily N member 4","KCNN4","3783"
"ENSG00000125740",42.1859883685446,2.1709804385443,0.331864496998936,6.54176767378424,6.07958986130687e-11,2.67067050300866e-10,"FosB proto-oncogene, AP-1 transcription factor subunit","FOSB","2354"
"ENSG00000167554",86.7634158101574,2.07537194595496,0.225112523513948,9.21926471952313,2.99144432198753e-20,2.09244928416954e-19,"zinc finger protein 610","ZNF610","162963"
"ENSG00000080031",5.03117335325514,-2.170923721442,0.881356223924896,-2.46316263788816,0.0137717430319803,0.0264798367652089,"protein tyrosine phosphatase receptor type H","PTPRH","5794"
"ENSG00000095752",1899.4150773227,2.59864157977609,0.137499875492506,18.8992286027032,1.15732189755509e-79,3.53871579381055e-78,"interleukin 11","IL11","3589"
"ENSG00000187902",3.12131095600446,3.95445107722154,1.44948489805384,2.72817680441584,0.00636854634162424,0.012974790708164,"shisa family member 7","SHISA7","729956"
"ENSG00000093009",99.821931903299,-2.47489259987399,0.219041060346317,-11.2987610448974,1.33082265214965e-29,1.30670647883954e-28,"cell division cycle 45","CDC45","8318"
"ENSG00000100027",28.3336807653258,2.43850148682677,0.409682964382905,5.95216716052576,2.64614894883585e-09,1.03886369760103e-08,"yippee like 1","YPEL1","29799"
"ENSG00000184117",601.648439964638,-2.19696953727633,0.0885452911283518,-24.8118167468859,6.68401138828958e-136,5.15753716442994e-134,"nipsnap homolog 1","NIPSNAP1","8508"
"ENSG00000100297",399.329319916742,-2.46315174328312,0.121354309149302,-20.2971922509378,1.36144977219377e-91,5.23891559858793e-90,"minichromosome maintenance complex component 5","MCM5","4174"
"ENSG00000168135",1.39509861489804,3.84186966871882,1.71839679314558,2.23572907261201,0.0253695234459059,0.0462570872876112,"potassium inwardly rectifying channel subfamily J member 4","KCNJ4","3761"
"ENSG00000184949",51.8053084338374,2.16291350132775,0.283920047322483,7.61803726691782,2.57561946693806e-14,1.3738501521438e-13,"family with sequence similarity 227 member A","FAM227A","646851"
"ENSG00000179750",69.6758099373345,-3.27197289487883,0.289257177656378,-11.3116394254726,1.14921905159848e-29,1.13216513251727e-28,"apolipoprotein B mRNA editing enzyme catalytic subunit 3B","APOBEC3B","9582"
"ENSG00000100311",37.763050005029,3.53880768311662,0.424213409651259,8.34204577838744,7.30161747427831e-17,4.37266307744469e-16,"platelet derived growth factor subunit B","PDGFB","5155"
"ENSG00000128285",5.95889202474409,-2.18782460472595,0.813260587428296,-2.69018889953136,0.00714115836750875,0.0144192892204883,"melanin concentrating hormone receptor 1","MCHR1","2847"
"ENSG00000100162",56.2735293019594,-3.23778731170858,0.320859145424217,-10.0909927545553,6.05539724862222e-24,4.96353974695185e-23,"centromere protein M","CENPM","79019"
"ENSG00000075218",209.168437446,-3.10050985315197,0.168997191521404,-18.3465170352211,3.51963759413441e-75,1.00527943531692e-73,"G2 and S-phase expressed 1","GTSE1","51512"
"ENSG00000128165",218.128289916342,-2.2595966980154,0.155149700384703,-14.5639771937207,4.76056265610038e-48,7.8043573332155e-47,"adrenomedullin 2","ADM2","79924"
"ENSG00000277117",12.0077972011088,3.12729422252697,0.687392118903986,4.5495054955144,5.37721297859131e-06,1.60294022812457e-05,"ICOS ligand","LOC102723996","102723996"
"ENSG00000154736",354.049538334465,2.64612251103709,0.134959648093843,19.6067680111105,1.35365215008907e-85,4.68312802535509e-84,"ADAM metallopeptidase with thrombospondin type 1 motif 5","ADAMTS5","11096"
"ENSG00000198743",1999.10327890814,2.53453041313559,0.0670975518001114,37.7738135764795,0,0,"solute carrier family 5 member 3","SLC5A3","6526"
"ENSG00000157542",18.2993001044904,4.32466366553151,0.730661887380027,5.91883022808085,3.24239442426429e-09,1.26519483782915e-08,"potassium inwardly rectifying channel subfamily J member 6","KCNJ6","3763"
"ENSG00000157551",25.3691609297898,2.89480034136481,0.475921636836918,6.08251467742526,1.18312062178034e-09,4.7576621347336e-09,"potassium inwardly rectifying channel subfamily J member 15","KCNJ15","3772"
"ENSG00000171587",2.56165833847439,-4.90288392568744,1.51500674097323,-3.23621261416822,0.00121127126733299,0.00275277038364744,"DS cell adhesion molecule","DSCAM","1826"
"ENSG00000160179",79.1044566654909,2.69008844044083,0.249768530383937,10.7703257744509,4.75316361669405e-27,4.2950414091255e-26,"ATP binding cassette subfamily G member 1","ABCG1","9619"
"ENSG00000160190",26.4341579731143,2.62618482073587,0.738984462701388,3.55377542192936,0.00037974333827245,0.00092171563232203,"solute carrier family 37 member 1","SLC37A1","54020"
